"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate","is_restaurant","data_quality","gm_rating","gm_review_count","gm_address","gm_phone","gm_website","gm_category","ta_rating","ta_review_count","ta_url","ta_ranking","has_wikipedia","wd_entity_type","wd_country","wd_official_website","wd_founded","ig_handle","ig_followers","ig_posts","ig_engagement_rate","ig_bio","fb_handle","fb_page_likes","fb_post_engagement","overall_confidence","scrape_timestamp","has_website","has_phone","has_address","has_instagram","has_facebook","has_tripadvisor","has_wikidata","data_source_count","review_total","ig_bio_mentions_brand","parse_error","error","data_completeness","unified_quality","triage_decision","triage_reason"
"le calypso","14","0.0358","2.5","1.8803","0.5","0.8571","5","0.0124","unstable","99.1","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0746, ""avis_touristes"": 0.082}","{""la maison arabe"": 0.3571, ""dar el jeld"": 0.3571, ""el farah"": 0.0714, ""café de paris"": 0.0714, ""la villa"": 0.1429, ""la maison blanche"": 0.0714, ""le pirate"": 0.5, ""le grand bleu"": 0.2143, ""le petit châtelet"": 0.1429, ""la maison de la méditerranée"": 0.0714, ""la maison de la medina"": 0.2143, ""le sindbad"": 0.0714, ""la médina"": 0.0714, ""café des nattes"": 0.0714, ""dar baaziz"": 0.0714, ""le souk"": 0.0714, ""le petit château"": 0.1429, ""dar el jaziri"": 0.0714, ""la medina"": 0.0714}","True","complete","3.6","129.0","Skanes Meubles, Monastir 5000, Tunisia","+216 73 466 851","","Restaurant","4.3","38.0","https://www.tripadvisor.com/Restaurant_Review-g297949-d12428897-Reviews-Calypso_Restaurant-Monastir_Monastir_Governorate.html","#12 of 80 Restaurants in Monastir","False","","","","","calypsotunisiaofficial","","","","","","","","0.9","2026-04-15T22:43:44.700130","False","True","True","True","False","True","False","3","167","False","","","0.7","complete","",""
"la maison de la mer","13","0.0332","3.4615","1.7372","0.0769","0.6154","4","0.0121","unstable","263.0","3","1.0","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0448, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.082}","{""le rendez-vous"": 0.0769, ""le bistrot de la mer"": 0.1538, ""café de l'europe"": 0.1538, ""restaurant el mouradi"": 0.0769, ""café de la paix"": 0.0769, ""du port"": 0.0769, ""la kasbah"": 0.1538, ""le grand café de la marsa"": 0.0769, ""le bistrot de la marsa"": 0.0769, ""la villa bleue"": 0.1538, ""dar el jeld"": 0.3077, ""la table de la marsa"": 0.0769, ""le café des nattes"": 0.0769, ""le jardin des sens"": 0.0769, ""la table du marché"": 0.0769, ""chez sami"": 0.0769, ""la perle"": 0.0769, ""la villa des orangers"": 0.0769, ""le restaurant de la medina"": 0.0769, ""le jardin de sousse"": 0.0769, ""la maison de la tradition"": 0.0769, ""le pacha"": 0.0769, ""le comptoir"": 0.0769, ""le jardin"": 0.0769, ""le petit châtelet"": 0.0769, ""le ksar"": 0.0769, ""la grotte"": 0.1538, ""le restaurant de la plage"": 0.0769, ""le carthage"": 0.0769, ""la medina"": 0.0769, ""le grand vefour"": 0.1538, ""la terrasse"": 0.0769, ""el ksar"": 0.0769, ""al bahja"": 0.0769, ""el farouk"": 0.0769}","True","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T22:44:15.118705","True","True","True","False","False","False","False","2","342","False","","","0.5","partial","",""
"le restaurant el ali","49","0.023","3.6667","0.9428","0.0645","0.4444","5","0.0118","unstable","61.4","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0704, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0328}","{""le couscous de la medina"": 0.1111, ""la maison arabe"": 0.2222, ""dar el jeld"": 0.4444, ""le grand vefour"": 0.3333, ""la brikerie"": 0.2222, ""la maison de la harissa"": 0.2222, ""le grand café du théâtre"": 0.2222, ""le café des nattes"": 0.8889, ""la maison du brik"": 0.1111, ""le café de la gare"": 0.1111, ""la maison de la médina"": 0.1111, ""dar belhadj"": 0.1111, ""le grand café de la gare"": 0.1111, ""le restaurant le pirate"": 0.1111, ""la maison de la medina"": 0.1111, ""le grand café de tunis"": 0.1111}","True","complete","4.1","789.0","Rue Jamaa Ez Zitouna, Tunis, Tunisia","+216 71 321 927","https://instagram.com/resto_el_ali?igshid=OGQ2MjdiOTE=","['Restaurant', 'Cafe']","4.4","540.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d2618267-Reviews-El_Ali-Tunis_Tunis_Governorate.html","#3 of 353 Restaurants in Tunis","False","","","","","resto_el_ali","15334.0","373.0","0.0","@lesateliersduroi_ @elali_laboutique","your_username","0.0","0.0","0.9","2026-04-15T22:45:11.952985","True","True","True","True","True","True","False","4","1329","False","","","0.9","complete","",""
"le pacha","9","0.023","3.4444","1.0657","0.1111","0.4444","4","0.0111","unstable","190.2","3","1.0","{""top_recommendation"": 0.0571, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""la maison arabe"": 0.3333, ""dar el jeld"": 0.6667, ""le grand vefour"": 0.4444, ""le café des nattes"": 0.1111, ""le restaurant de la kasbah"": 0.1111, ""le brik"": 0.1111, ""la kasbah"": 0.4444, ""le dar el hana"": 0.1111, ""dar el annabi"": 0.1111, ""la maison de la tradition"": 0.2222, ""le café de la médina"": 0.1111, ""dar slah"": 0.1111, ""le souk"": 0.1111, ""dar zarrouk"": 0.1111, ""la maison blanche"": 0.1111, ""l'atelier"": 0.1111, ""la maison de la mer"": 0.1111, ""le comptoir"": 0.1111, ""le jardin"": 0.1111}","True","partial","4.3","15.0","RJQM+494, Sousse, Tunisia","","https://el-pacha-restaurant.vercel.app/index.html","Restaurant","2.7","110.0","https://www.tripadvisor.com/Hotel_Review-g293758-d671501-Reviews-Hotel_Le_Pacha-Tunis_Tunis_Governorate.html","#64 of 73 hotels in Tunis","False","","","","","restaurantlebecha","0.0","0.0","0.0","","restaurantlebecha","13102.0","0.0","0.5","2026-04-15T22:47:30.878812","True","False","True","True","True","True","False","4","125","False","","","0.9","complete","",""
"le petit château","11","0.0281","3.9091","1.6763","0.0909","0.4545","5","0.0105","unstable","72.4","2","0.6667","{""top_recommendation"": 0.0429, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0492}","{""le café de la gare"": 0.0909, ""le bosphore"": 0.0909, ""dar el jem"": 0.0909, ""le corsaire"": 0.0909, ""le restaurant de la médina"": 0.0909, ""le pirate"": 0.3636, ""le grand bleu"": 0.0909, ""la maison arabe"": 0.5455, ""dar el jeld"": 0.2727, ""restaurant de la médina"": 0.0909, ""el fell"": 0.0909, ""dar el fell"": 0.1818, ""le bistrot de la marsa"": 0.0909, ""la villa bleue"": 0.1818, ""le café de la plage"": 0.0909, ""la table de la méditerranée"": 0.0909, ""le golfe"": 0.1818, ""la mer"": 0.0909, ""café des nattes"": 0.0909, ""dar zarrouk"": 0.0909, ""dar el medina"": 0.0909, ""la maison de la médina"": 0.0909, ""la terrasse"": 0.0909, ""le sultan"": 0.0909, ""le restaurant de la plage"": 0.0909, ""le café des nattes"": 0.0909, ""le calypso"": 0.1818, ""la maison de la medina"": 0.0909, ""dar el jaziri"": 0.0909}","False","failed","4.1","46.0","102 Rue de Serbie, Tunis, Tunisia","+216 97 828 862","","Mediterranean restaurant","2.6","164.0","https://www.tripadvisor.com/Hotel_Review-g297943-d306866-Reviews-Hotel_Dar_Hayet-Hammamet_Nabeul_Governorate.html","#125 of 132 hotels in Hammamet","False","","","","","","","","","","","","","0.0","2026-04-17T12:58:05.191825","False","True","True","False","False","True","False","2","210","False","","","0.7","agent2_failed","retry","Le Petit Château sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"la maison des saveurs","12","0.0307","3.5833","1.9773","0.1667","0.5","4","0.0103","unstable","686.2","1","0.3333","{""top_recommendation"": 0.0429, ""cuisine_authentique"": 0.0, ""localisation"": 0.0448, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0492}","{""dar aziza"": 0.0833, ""le carthage"": 0.0833, ""le bosphore"": 0.0833, ""dar zaytouna"": 0.0833, ""el mouradi"": 0.3333, ""chez ali"": 0.3333, ""le dar el hana"": 0.0833, ""le jardin de carthage"": 0.3333, ""dar essalam"": 0.0833, ""café des arts"": 0.25, ""le café des nuits"": 0.0833, ""dar el jeld"": 0.25, ""la terrasse du port"": 0.0833, ""le jardin de la medina"": 0.1667, ""le jardin de sidi bou said"": 0.0833, ""la fontaine"": 0.0833, ""la table de la marsa"": 0.0833, ""le rendez-vous"": 0.0833, ""la rotonde"": 0.0833, ""la terrasse"": 0.0833, ""le café de france"": 0.0833, ""le chantier"": 0.0833, ""café de france"": 0.0833, ""café des négociants"": 0.0833, ""dar el-andalous"": 0.0833, ""café des nattes"": 0.0833, ""le jardin des oliviers"": 0.0833, ""café de la poste"": 0.0833, ""dar jilani"": 0.0833, ""le jardin des sens"": 0.0833, ""le bistrot du port"": 0.0833}","True","partial","3.3","8.0","9JX8+QRW, Ave de la Republique, Hammamet, Tunisia","","","['Restaurant']","","","","","False","","","","","la_maison_desaveur","1821.0","88.0","","","61581663910879","87.0","","0.5","2026-04-15T22:48:50.614765","False","False","True","True","True","False","False","2","8","False","","","0.7","complete","",""
"le grand café de tunis","4","0.0102","1.0","0.0","1.0","1.0","3","0.0102","unstable","51.2","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le café des nattes"": 0.5, ""la maison de la harissa"": 0.25, ""dar el jeld"": 0.25, ""le pirate"": 0.25, ""la villa didon"": 0.5, ""la mammounia"": 0.25, ""al fassia"": 0.25, ""le bistro du coin"": 0.25, ""la maison de la medina"": 0.25, ""le restaurant el ali"": 0.25}","True","partial","3.4","89.0","R7VJ+XW7, Tunis, Tunisia","","","Cafe","3.8","255.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d1509962-Reviews-Le_Grand_Cafe_du_Theatre-Tunis_Tunis_Governorate.html","#19 of 353 Restaurants in Tunis","False","","","","","","0.0","0.0","0.0","","","0.0","0.0","0.9","2026-04-15T22:49:42.764227","False","False","True","False","False","True","False","1","344","False","","","0.9","complete","",""
"le grand café du théâtre","4","0.0102","1.0","0.0","1.0","1.0","2","0.0102","unstable","48.2","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la brikerie"": 0.25, ""la maison de la harissa"": 0.5, ""le restaurant el ali"": 0.5, ""le café des nattes"": 0.5, ""le café de la gare"": 0.25, ""la mamma"": 0.25, ""dar el jeld"": 0.5, ""restaurant le baron"": 0.25, ""le pirate"": 0.25, ""le rest'o"": 0.25, ""la villa didon"": 0.25, ""café m'rabet"": 0.25}","True","partial","3.7","404.0","Ave Habib Bourguiba, Tunis, Tunisia","+216 98 626 474","https://www.legrandcafedutheatre.com/","['Tea house']","","","","","False","","","","","le_grand_cafe__","0.0","0.0","0.0","","legrandcafedutheatreofficiel","1351.0","0.0","0.5","2026-04-15T22:50:52.184229","True","True","True","True","True","False","False","4","404","False","","","0.7","complete","",""
"le restaurant de la plage","19","0.0281","4.8182","1.7999","0.0","0.2727","4","0.01","unstable","71.5","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.082}","{""le bistrot"": 0.0909, ""la casa"": 0.0909, ""le grand café"": 0.0909, ""el khayam"": 0.0909, ""la maison de la méditerranée"": 0.0909, ""le grand café de la marsa"": 0.0909, ""le bistrot de la marsa"": 0.0909, ""la villa bleue"": 0.0909, ""le bistro du coin"": 0.0909, ""le café des nattes"": 0.3636, ""le relais"": 0.1818, ""la terrasse"": 0.0909, ""le restaurant de la médina"": 0.0909, ""le grand vefour"": 0.0909, ""le restaurant le pirate"": 0.0909, ""le bistrot de la médina"": 0.0909, ""la medina"": 0.0909, ""la kasbah"": 0.1818, ""dar el jeld"": 0.0909, ""le petit châtelet"": 0.0909, ""le grand cafe"": 0.0909, ""la maison de la medina"": 0.0909, ""le pirate"": 0.0909, ""le ksar"": 0.0909, ""la maison de la mer"": 0.0909, ""la grotte"": 0.0909, ""la maison arabe"": 0.0909, ""le petit château"": 0.0909, ""le restaurant de la medina"": 0.0909}","True","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","1.0","1.0","https://www.tripadvisor.com/Restaurant_Review-g946556-d27947177-Reviews-Cafe_De_La_Plage-La_Goulette_Tunis_Governorate.html","#27 of 37 Restaurants in La Goulette","False","","","","","cafe_restaurant_laplage","2713.0","37.0","","","people","16107.0","","0.5","2026-04-17T13:31:51.187731","True","True","True","True","True","True","False","2","342","True","","","0.5","partial","",""
"café des arts","17","0.0435","4.9412","3.438","0.1176","0.4118","5","0.0098","unstable","536.6","2","0.6667","{""top_recommendation"": 0.0429, ""cuisine_authentique"": 0.0282, ""localisation"": 0.1194, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0328}","{""café des sports"": 0.0588, ""café de l'union"": 0.0588, ""el bahri"": 0.0588, ""café de france"": 0.0588, ""le jardin de la medina"": 0.1765, ""le jardin de sousse"": 0.0588, ""dar el khemis"": 0.1176, ""dar el jeld"": 0.3529, ""souk el attarine"": 0.1176, ""le jardin"": 0.1765, ""la terrasse"": 0.0588, ""la perle"": 0.1176, ""la table de sousse"": 0.1176, ""le dinar"": 0.0588, ""la gourmandine"": 0.0588, ""le restaurant de la medina"": 0.0588, ""dar djerbi"": 0.0588, ""café de la paix"": 0.0588, ""le jardin de carthage"": 0.2353, ""café des nattes"": 0.2353, ""le bistrot du port"": 0.0588, ""dar essalam"": 0.0588, ""le café des nuits"": 0.0588, ""la maison des saveurs"": 0.1765, ""la terrasse du port"": 0.0588, ""la kasbah"": 0.1176, ""el mouradi"": 0.1176, ""le grand vefour"": 0.0588, ""la table du marché"": 0.0588, ""le souk des épices"": 0.0588, ""le jardin de sidi bou said"": 0.1176, ""chez mokhtar"": 0.0588, ""la maison de la medina"": 0.0588, ""chez ali"": 0.0588, ""la maison arabe"": 0.0588, ""le bistrot de la mer"": 0.0588}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le jardin de sousse","12","0.0307","2.5455","2.2305","0.3333","0.75","5","0.0095","unstable","749.2","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0149, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0597, ""avis_touristes"": 0.0}","{""café des nattes"": 0.0833, ""café des sports"": 0.0833, ""café de l'union"": 0.0833, ""café des arts"": 0.0833, ""el bahri"": 0.0833, ""café de france"": 0.0833, ""le jardin de la medina"": 0.0833, ""restaurant el mouradi"": 0.0833, ""dar el jeld"": 0.1667, ""el mouradi"": 0.0833, ""la terrasse"": 0.0833, ""café de l'europe"": 0.1667, ""la maison de la mer"": 0.0833, ""dar el-andalous"": 0.0833, ""le jardin de carthage"": 0.0833, ""le zitouna"": 0.0833, ""la rotonde"": 0.0833, ""chez sami"": 0.0833, ""al bahja"": 0.0833}","True","complete","4.5","476.0","Hotel Soviva, Route touristique, Hammam Sousse 4089, Tunisia","+216 56 440 400","https://www.lejardinaucolibri.com/","Restaurant, Bistro, Brunch restaurant, Cocktail bar, Diner","","","","","False","","","","","lejardinaucolibri","31935.0","206.0","0.0","Bistro-Restaurant • Carte inspirée de la cuisine Méditerranéenne. 🕔 Ouvert dès 17h (lun–ven) • à partir de 10h (sam&dim) 📍 Hôtel Soviva, Hammam Sousse","profile.php","0.0","0.0","0.9","2026-04-15T22:53:35.635195","True","True","True","True","True","False","False","4","476","False","","","0.7","complete","",""
"le relais","8","0.0205","3.375","1.2183","0.125","0.625","5","0.0092","unstable","92.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0448, ""avis_touristes"": 0.0328}","{""le bistrot"": 0.25, ""la grotte"": 0.125, ""la kasbah"": 0.25, ""la maison de la médina"": 0.125, ""dar el jeld"": 0.5, ""la maison blanche"": 0.25, ""la terrasse"": 0.25, ""le pirate"": 0.25, ""le restaurant de la plage"": 0.25, ""le café des nattes"": 0.25, ""le restaurant de la medina"": 0.125, ""le grand restaurant"": 0.25, ""dar el jem"": 0.125, ""la maison arabe"": 0.25, ""dar el medina"": 0.125, ""le bistrot de la médina"": 0.125, ""la medina"": 0.125, ""le petit châtelet"": 0.125, ""la maison"": 0.125, ""la mer"": 0.125, ""le grand vefour"": 0.125, ""le jardin"": 0.125, ""le clos"": 0.125}","True","partial","2.5","156.0","9JW7+265, Hammamet, Tunisia","+216 72 281 728","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-15T23:37:50.502981","False","True","True","False","False","False","False","1","156","False","","","0.5","partial","",""
"dar el fell","11","0.023","4.5","1.5","0.1111","0.1111","5","0.0092","unstable","60.6","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0746, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""la maison arabe"": 0.2222, ""le petit château"": 0.2222, ""el fell"": 0.1111, ""café des nattes"": 0.5556, ""la villa bleue"": 0.5556, ""dar zarrouk"": 0.5556, ""le golfe"": 0.1111, ""le pirate"": 0.5556, ""la maison de la méditerranée"": 0.2222, ""café sidi chabaane"": 0.4444, ""le grand bleu"": 0.1111, ""la maison blanche"": 0.2222, ""le bosphore"": 0.1111, ""la kasbah"": 0.1111, ""el mouradi"": 0.1111, ""le poisson d'or"": 0.1111, ""le café des nattes"": 0.1111, ""la medina"": 0.1111, ""le calife"": 0.1111, ""la maison de la medina"": 0.1111, ""le petit prince"": 0.1111, ""la terrasse"": 0.1111}","True","complete","4.6","38.0","V887+9FX, Marsa, Tunisia","+216 58 681 196","","Fine dining restaurant","4.4","16.0","https://www.tripadvisor.com/Attraction_Review-g293758-d12729396-Reviews-Dar_El_Jeld-Tunis_Tunis_Governorate.html","#21 of 120 things to do in Tunis","False","","","","","dareljeld","","","","","restaurantElFel","","","0.9","2026-04-15T22:55:08.738302","False","True","True","True","True","True","False","4","54","False","","","0.7","complete","",""
"el farouk","8","0.0205","3.0","1.4142","0.125","0.75","5","0.0085","unstable","56.8","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.0492}","{""la maison blanche"": 0.25, ""la medina"": 0.25, ""dar el jeld"": 0.5, ""le cafe des nattes"": 0.125, ""la kasbah"": 0.5, ""la maison arabe"": 0.375, ""le pirate"": 0.25, ""la villa"": 0.125, ""le baron"": 0.125, ""el hana"": 0.125, ""le grand hotel sousse"": 0.125, ""dar el jem"": 0.125, ""la casa"": 0.125, ""la grotte"": 0.125, ""le corsaire"": 0.125, ""le golfe"": 0.125, ""le petit châtelet"": 0.125, ""la maison de la mer"": 0.125, ""la villa bleue"": 0.125}","True","partial","4.9","14.0","route tunis, km 0,5 Av. 5 août, Sfax 3002, Tunisia","+216 56 877 790","","Restaurant","4.2","291.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d5292735-Reviews-Fondouk_El_Attarine-Tunis_Tunis_Governorate.html","#8 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.9","2026-04-15T22:56:40.968027","False","True","True","False","False","True","False","2","305","False","","","0.7","complete","",""
