"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens","quality_flag","canonical_entity","ranking_position_filled","clean_flag","merge_source"
"P017__llama-small__run_3","P017","le bistrot de la medina","run_3","2.0","83","ok","le bistrot de la medina","2","flagged",""
"P017__llama-small__run_3","P017","le jardin","run_3","3.0","84","ok","le jardin","3","clean",""
"P017__llama-small__run_3","P017","le sultan","run_3","4.0","84","ok","le sultan","4","clean",""
"P017__llama-small__run_3","P017","la table d'or","run_3","5.0","140","ok","la table d'or","5","clean",""
"P017__llama-small__run_4","P017","l'atelier","run_4","1.0","70","ok","l'atelier","1","clean",""
"P017__llama-small__run_4","P017","le petit prince","run_4","3.0","95","ok","le petit prince","3","clean",""
"P017__llama-small__run_4","P017","le comptoir","run_4","4.0","95","ok","le comptoir","4","clean",""
"P017__llama-small__run_5","P017","la kasbah","run_5","","290","ok","la kasbah","999","flagged",""
"P017__qwen-medium__run_1","P017","le trianon","run_1","1.0","1594","ok","le trianon","1","clean",""
"P017__qwen-medium__run_1","P017","le jardin des sens","run_1","3.0","949","ok","le jardin des sens","3","flagged",""
"P017__qwen-medium__run_1","P017","la maison des epices","run_1","4.0","646","ok","la maison des epices","4","flagged",""
"P017__qwen-medium__run_2","P017","la table de la marsa","run_2","1.0","14","ok","la table de la marsa","1","flagged",""
"P017__qwen-medium__run_2","P017","le jardin de carthage","run_2","2.0","15","ok","le jardin de carthage","2","clean",""
"P017__qwen-medium__run_2","P017","la maison des saveurs","run_2","4.0","15","ok","la maison des saveurs","4","flagged",""
"P017__qwen-medium__run_2","P017","la fontaine","run_2","5.0","10","ok","la fontaine","5","clean",""
"P017__qwen-medium__run_4","P017","le ciel","run_4","1.0","1061","ok","le ciel","1","flagged",""
"P017__qwen-medium__run_4","P017","la maison","run_4","2.0","853","ok","la maison","2","flagged",""
"P017__qwen-medium__run_4","P017","café de paris","run_4","5.0","366","ok","café de paris","5","clean",""
"P017__qwen-medium__run_4","P017","la table du marché","run_4","7.0","70","ok","la table du marché","7","clean",""
"P017__llama-large__run_1","P017","le bistrot de la médina","run_1","3.0","84","ok","le bistrot de la médina","3","clean",""
"P017__llama-large__run_1","P017","le restaurant de la kasbah","run_1","4.0","42","ok","le restaurant de la kasbah","4","flagged",""
"P017__llama-large__run_2","P017","la maison arabe","run_2","2.0","36","ok","la maison arabe","2","flagged",""
"P017__llama-large__run_3","P017","la maison blanche","run_3","2.0","150","ok","la maison blanche","2","flagged",""
"P017__llama-large__run_3","P017","le bardo","run_3","5.0","63","ok","le bardo","5","clean",""
"P017__llama-large__run_4","P017","le grand café de tunis","run_4","1.0","56","ok","le grand café de tunis","1","clean",""
"P017__llama-large__run_4","P017","la villa didon","run_4","2.0","88","ok","la villa didon","2","clean",""
"P017__llama-large__run_4","P017","le dar el jeld","run_4","4.0","50","ok","dar el jeld","4","flagged","le dar el jeld"
"P017__llama-large__run_4","P017","le pirate","run_4","","143","ok","le pirate","999","flagged",""
"P017__llama-large__run_5","P017","le grand café de tunis","run_5","1.0","56","ok","le grand café de tunis","1","clean",""
"P017__llama-large__run_5","P017","la mammounia","run_5","2.0","50","ok","la mammounia","2","flagged",""
"P017__llama-large__run_5","P017","le bistro du coin","run_5","3.0","45","ok","le bistro du coin","3","clean",""
"P017__llama-large__run_5","P017","al fassia","run_5","4.0","47","ok","al fassia","4","clean",""
"P017__llama-large__run_5","P017","la villa didon","run_5","5.0","88","ok","la villa didon","5","clean",""
"P018__qwen-medium__run_1","P018","le ciel","run_1","1.0","822","ok","le ciel","1","flagged",""
"P018__qwen-medium__run_1","P018","le trianon","run_1","2.0","681","ok","le trianon","2","clean",""
"P018__qwen-medium__run_1","P018","dar el jeld","run_1","4.0","314","ok","dar el jeld","4","flagged",""
"P018__qwen-medium__run_1","P018","la table de sousse","run_1","5.0","270","ok","la table de sousse","5","clean",""
"P018__qwen-medium__run_1","P018","le phare","run_1","6.0","83","ok","le phare","6","flagged",""
"P018__qwen-medium__run_1","P018","café des sports","run_1","7.0","83","ok","café des sports","7","clean",""
"P018__qwen-medium__run_2","P018","la terrasse","run_2","2.0","646","ok","la terrasse","2","clean",""
"P018__qwen-medium__run_2","P018","le jardin de la medina","run_2","3.0","1001","ok","le jardin de la medina","3","flagged",""
"P018__qwen-medium__run_2","P018","les jardins de carthage","run_2","4.0","781","ok","le jardin de carthage","4","clean","les jardins de carthage"
"P018__qwen-medium__run_3","P018","la maison arabe","run_3","1.0","992","ok","la maison arabe","1","flagged",""
"P018__qwen-medium__run_3","P018","le jardin de carthage","run_3","2.0","946","ok","le jardin de carthage","2","clean",""
"P018__qwen-medium__run_3","P018","café des arts","run_3","4.0","550","ok","café des arts","4","clean",""
"P018__qwen-medium__run_4","P018","le jardin de sousse","run_4","1.0","1221","ok","le jardin de sousse","1","flagged",""
"P018__qwen-medium__run_4","P018","la maison de la mer","run_4","4.0","666","ok","la maison de la mer","4","flagged",""
"P018__qwen-medium__run_4","P018","café de l'europe","run_4","","0","ok","café de l'europe","999","clean",""
"P018__qwen-medium__run_5","P018","dar el jeld","run_5","5.0","314","ok","dar el jeld","5","flagged",""
"P018__qwen-medium__run_5","P018","le jardin de carthage","run_5","2.0","946","ok","le jardin de carthage","2","clean",""
"P018__qwen-medium__run_5","P018","la tonnelle","run_5","3.0","831","ok","la tonnelle","3","clean",""
"P018__qwen-medium__run_5","P018","le bistrot du port","run_5","6.0","128","ok","le bistrot du port","6","clean",""
"P018__qwen-medium__run_5","P018","café de paris","run_5","7.0","86","ok","café de paris","7","clean",""
"P018__llama-large__run_1","P018","la médina","run_1","2.0","65","ok","la médina","2","clean",""
"P018__llama-large__run_1","P018","le pirate","run_1","3.0","54","ok","le pirate","3","flagged",""
"P018__llama-large__run_1","P018","la kasbah","run_1","4.0","58","ok","la kasbah","4","flagged",""
"P018__llama-large__run_2","P018","le pirate","run_2","1.0","54","ok","le pirate","1","flagged",""
"P018__llama-large__run_2","P018","la maison blanche","run_2","2.0","54","ok","la maison blanche","2","flagged",""
"P018__llama-large__run_2","P018","le medina","run_2","3.0","0","ok","la medina","3","clean","le medina"
"P018__llama-large__run_2","P018","le corail","run_2","4.0","47","ok","le corail","4","flagged",""
"P018__llama-large__run_2","P018","la terrasse","run_2","5.0","646","ok","la terrasse","5","clean",""
"P018__llama-large__run_3","P018","el farouk","run_3","2.0","65","ok","el farouk","2","clean",""
"P018__llama-large__run_3","P018","la villa","run_3","3.0","63","ok","la villa","3","clean",""
"P018__llama-large__run_3","P018","dar el jeld","run_3","4.0","314","ok","dar el jeld","4","flagged",""
"P018__llama-large__run_4","P018","la maison blanche","run_4","2.0","54","ok","la maison blanche","2","flagged",""
"P018__llama-large__run_4","P018","le pirate","run_4","3.0","54","ok","le pirate","3","flagged",""
"P018__llama-large__run_4","P018","la kasbah","run_4","4.0","58","ok","la kasbah","4","flagged",""
"P018__llama-large__run_4","P018","le café des nattes","run_4","5.0","56","ok","le café des nattes","5","clean",""
"P018__llama-large__run_5","P018","la maison blanche","run_5","2.0","54","ok","la maison blanche","2","flagged",""
"P018__llama-large__run_5","P018","le sultan","run_5","3.0","49","ok","le sultan","3","clean",""
"P018__llama-large__run_5","P018","le dar el jeld","run_5","5.0","171","ok","dar el jeld","5","flagged","le dar el jeld"
"P019__llama-small__run_2","P019","la kasbah","run_2","","50","ok","la kasbah","999","flagged",""
"P019__qwen-medium__run_1","P019","le jardin de la medina","run_1","","0","ok","le jardin de la medina","999","flagged",""
"P019__qwen-medium__run_1","P019","la maison de l'artisan","run_1","10.0","2059","ok","la maison de l'artisan","10","flagged",""
"P019__qwen-medium__run_1","P019","dar aziza","run_1","44.0","375","ok","dar aziza","44","flagged",""
"P019__qwen-medium__run_2","P019","le jardin de la kasbah","run_2","8.0","1616","ok","le jardin de la kasbah","8","flagged",""
"P019__qwen-medium__run_2","P019","le soleil d’or","run_2","19.0","512","ok","le soleil d’or","19","clean",""
"P019__qwen-medium__run_3","P019","la maison de la medina","run_3","3.0","1565","ok","la maison de la medina","3","flagged",""
"P019__qwen-medium__run_3","P019","dar el jeld","run_3","2.0","1340","ok","dar el jeld","2","flagged",""
"P019__qwen-medium__run_5","P019","dar el jeld","run_5","2.0","1340","ok","dar el jeld","2","flagged",""
"P019__llama-large__run_2","P019","dar el medina","run_2","5.0","66","ok","dar el medina","5","flagged",""
"P019__llama-large__run_2","P019","le petit château","run_2","6.0","66","ok","le petit château","6","clean",""
"P020__llama-small__run_2","P020","la villa didon","run_2","1.0","67","ok","la villa didon","1","clean",""
"P020__llama-small__run_3","P020","le restaurant de la plage","run_3","4.0","75","ok","le restaurant de la plage","4","flagged",""
"P020__llama-small__run_3","P020","la terrasse","run_3","5.0","724","ok","la terrasse","5","clean",""
"P020__llama-small__run_4","P020","la rotonde","run_4","2.0","164","ok","la rotonde","2","clean",""
"P020__llama-small__run_4","P020","le jardin de la mer","run_4","3.0","484","ok","le jardin de la mer","3","flagged",""
"P020__llama-small__run_4","P020","la terrasse","run_4","5.0","724","ok","la terrasse","5","clean",""
"P020__llama-small__run_5","P020","la villa bleue","run_5","1.0","48","ok","la villa bleue","1","clean",""
"P020__llama-small__run_5","P020","la table d'or","run_5","3.0","47","ok","la table d'or","3","clean",""
"P020__qwen-medium__run_1","P020","le jardin de carthage","run_1","1.0","1218","ok","le jardin de carthage","1","clean",""
"P020__qwen-medium__run_1","P020","la terrasse","run_1","2.0","724","ok","la terrasse","2","clean",""
"P020__qwen-medium__run_1","P020","le ciel","run_1","3.0","764","ok","le ciel","3","flagged",""
"P020__qwen-medium__run_2","P020","le clos des oliviers","run_2","1.0","741","ok","le clos des oliviers","1","flagged",""
"P020__qwen-medium__run_4","P020","le corail","run_4","1.0","1202","ok","le corail","1","flagged",""
"P020__qwen-medium__run_4","P020","le jardin de la mer","run_4","2.0","484","ok","le jardin de la mer","2","flagged",""
"P020__qwen-medium__run_4","P020","la perle","run_4","3.0","602","ok","la perle","3","flagged",""
"P020__qwen-medium__run_5","P020","la terrasse","run_5","1.0","724","ok","la terrasse","1","clean",""
"P020__qwen-medium__run_5","P020","le jardin de la medina","run_5","2.0","1418","ok","le jardin de la medina","2","flagged",""
"P020__qwen-medium__run_5","P020","le rendez-vous","run_5","3.0","1138","ok","le rendez-vous","3","clean",""
"P020__qwen-medium__run_5","P020","la maison des saveurs","run_5","5.0","645","ok","la maison des saveurs","5","flagged",""
"P020__qwen-medium__run_5","P020","la rotonde","run_5","6.0","164","ok","la rotonde","6","clean",""
"P020__llama-large__run_1","P020","le grand bleu","run_1","1.0","77","ok","le grand bleu","1","flagged",""
"P020__llama-large__run_1","P020","la maison arabe","run_1","2.0","61","ok","la maison arabe","2","flagged",""
"P020__llama-large__run_1","P020","le bistrot","run_1","3.0","43","ok","le bistrot","3","clean",""
"P020__llama-large__run_1","P020","le restaurant de l'hôtel hasdrubal","run_1","4.0","98","ok","le restaurant de l'hôtel hasdrubal","4","clean",""
"P020__llama-large__run_2","P020","le calypso","run_2","1.0","112","ok","le calypso","1","flagged",""
"P020__llama-large__run_2","P020","le grand bleu","run_2","2.0","77","ok","le grand bleu","2","flagged",""
"P020__llama-large__run_3","P020","le calypso","run_3","1.0","112","ok","le calypso","1","flagged",""
"P020__llama-large__run_4","P020","la maison arabe","run_4","2.0","61","ok","la maison arabe","2","flagged",""
"P020__llama-large__run_4","P020","le restaurant de l'hôtel hasdrubal","run_4","3.0","98","ok","le restaurant de l'hôtel hasdrubal","3","clean",""
"P020__llama-large__run_5","P020","le grand bleu","run_5","1.0","77","ok","le grand bleu","1","flagged",""
"P020__llama-large__run_5","P020","la maison arabe","run_5","2.0","61","ok","la maison arabe","2","flagged",""
"P020__llama-large__run_5","P020","le restaurant de l'hôtel hasdrubal","run_5","3.0","98","ok","le restaurant de l'hôtel hasdrubal","3","clean",""
"P020__llama-large__run_5","P020","la table de la méditerranée","run_5","4.0","147","ok","la table de la méditerranée","4","clean",""
"P021__llama-small__run_1","P021","dar el jeld","run_1","1.0","195","ok","dar el jeld","1","flagged",""
"P021__llama-small__run_1","P021","la kasbah","run_1","4.0","74","ok","la kasbah","4","flagged",""
"P021__llama-small__run_2","P021","le zitouna","run_2","1.0","77","ok","le zitouna","1","flagged",""
"P021__llama-small__run_2","P021","la kasbah","run_2","2.0","74","ok","la kasbah","2","flagged",""
"P021__llama-small__run_2","P021","le grand vefour","run_2","3.0","73","ok","le grand vefour","3","clean",""
"P021__llama-small__run_3","P021","dar el jeld","run_3","1.0","195","ok","dar el jeld","1","flagged",""
"P021__llama-small__run_3","P021","la kasbah","run_3","3.0","74","ok","la kasbah","3","flagged",""
"P021__llama-small__run_3","P021","le pacha","run_3","4.0","94","ok","le pacha","4","flagged",""
"P021__llama-small__run_3","P021","l'atelier","run_3","5.0","167","ok","l'atelier","5","clean",""
"P021__llama-small__run_4","P021","la ghriba","run_4","1.0","71","ok","la ghriba","1","clean",""
"P021__llama-small__run_4","P021","dar el jeld","run_4","2.0","195","ok","dar el jeld","2","flagged",""
"P021__llama-small__run_4","P021","la belle époque","run_4","4.0","71","ok","la belle époque","4","clean",""
"P021__llama-small__run_4","P021","café des nattes","run_4","5.0","64","ok","café des nattes","5","clean",""
"P021__qwen-medium__run_1","P021","dar el jeld","run_1","1.0","195","ok","dar el jeld","1","flagged",""
"P021__qwen-medium__run_1","P021","le bosphore","run_1","2.0","864","ok","le bosphore","2","clean",""
"P021__qwen-medium__run_1","P021","la maison de la couscous","run_1","3.0","721","ok","la maison de la couscous","3","flagged",""
"P021__qwen-medium__run_1","P021","chez ali","run_1","5.0","433","ok","chez ali","5","clean",""
"P021__qwen-medium__run_1","P021","el mouradi","run_1","6.0","536","ok","el mouradi","6","clean",""
"P021__qwen-medium__run_1","P021","le souk","run_1","7.0","223","ok","le souk","7","clean",""
"P021__qwen-medium__run_2","P021","dar el-andalous","run_2","1.0","899","ok","dar el-andalous","1","clean",""
"P021__qwen-medium__run_2","P021","le jardin de sousse","run_2","3.0","592","ok","le jardin de sousse","3","flagged",""
"P021__qwen-medium__run_2","P021","le jardin de carthage","run_2","5.0","273","ok","le jardin de carthage","5","clean",""
"P021__qwen-medium__run_3","P021","le dinar","run_3","1.0","1055","ok","le dinar","1","clean",""
"P021__qwen-medium__run_3","P021","dar essafra","run_3","3.0","884","ok","dar essafra","3","flagged",""
"P021__qwen-medium__run_3","P021","dar jilani","run_3","4.0","717","ok","dar jilani","4","clean",""
"P021__qwen-medium__run_3","P021","el mouradi","run_3","6.0","536","ok","el mouradi","6","clean",""
"P021__qwen-medium__run_4","P021","la tonnelle","run_4","1.0","1138","ok","la tonnelle","1","clean",""
"P021__qwen-medium__run_4","P021","el mouradi","run_4","2.0","536","ok","el mouradi","2","clean",""
"P021__qwen-medium__run_4","P021","zitouna","run_4","4.0","618","ok","zitouna","4","flagged",""
"P021__qwen-medium__run_4","P021","le jardin de l'orangerie","run_4","6.0","0","ok","le jardin de l'orangerie","6","flagged",""
"P021__qwen-medium__run_5","P021","la tonnelle","run_5","1.0","1138","ok","la tonnelle","1","clean",""
"P021__qwen-medium__run_5","P021","dar ezzahra","run_5","2.0","962","ok","dar ezzahra","2","clean",""
"P021__qwen-medium__run_5","P021","le jardin de la medina","run_5","4.0","558","ok","le jardin de la medina","4","flagged",""
"P021__llama-large__run_1","P021","le grand vefour","run_1","1.0","73","ok","le grand vefour","1","clean",""
"P021__llama-large__run_1","P021","dar el jeld","run_1","2.0","195","ok","dar el jeld","2","flagged",""
"P021__llama-large__run_1","P021","la medina","run_1","","0","ok","la medina","999","clean",""
"P021__llama-large__run_1","P021","la maison arabe","run_1","4.0","75","ok","la maison arabe","4","flagged",""
"P021__llama-large__run_1","P021","le café des nattes","run_1","5.0","76","ok","le café des nattes","5","clean",""
"P021__llama-large__run_2","P021","le grand vefour","run_2","1.0","73","ok","le grand vefour","1","clean",""
"P021__llama-large__run_2","P021","dar el jeld","run_2","2.0","195","ok","dar el jeld","2","flagged",""
"P021__llama-large__run_2","P021","le restaurant de la medina","run_2","3.0","0","ok","le restaurant de la medina","3","flagged",""
"P021__llama-large__run_2","P021","el menzah","run_2","4.0","78","ok","el menzah","4","clean",""
"P021__llama-large__run_2","P021","la maison arabe","run_2","5.0","75","ok","la maison arabe","5","flagged",""
"P021__llama-large__run_3","P021","le grand vefour","run_3","1.0","73","ok","le grand vefour","1","clean",""
"P021__llama-large__run_3","P021","dar el jeld","run_3","2.0","195","ok","dar el jeld","2","flagged",""
"P021__llama-large__run_3","P021","le café des nattes","run_3","3.0","76","ok","le café des nattes","3","clean",""
"P021__llama-large__run_3","P021","la maison arabe","run_3","4.0","75","ok","la maison arabe","4","flagged",""
"P021__llama-large__run_3","P021","le restaurant el ali","run_3","5.0","67","ok","le restaurant el ali","5","flagged",""
"P021__llama-large__run_4","P021","le grand vefour","run_4","1.0","73","ok","le grand vefour","1","clean",""
"P021__llama-large__run_4","P021","la mamma","run_4","2.0","74","ok","la mamma","2","flagged",""
"P021__llama-large__run_4","P021","le dar el jeld","run_4","3.0","71","ok","dar el jeld","3","flagged","le dar el jeld"
"P021__llama-large__run_4","P021","la villa didon","run_4","4.0","73","ok","la villa didon","4","clean",""
"P021__llama-large__run_4","P021","le sindbad","run_4","5.0","77","ok","le sindbad","5","clean",""
"P021__llama-large__run_5","P021","le grand vefour","run_5","1.0","73","ok","le grand vefour","1","clean",""
"P021__llama-large__run_5","P021","dar el jeld","run_5","2.0","195","ok","dar el jeld","2","flagged",""
"P021__llama-large__run_5","P021","le resto","run_5","3.0","59","ok","le rest'o","3","clean","le resto"
"P021__llama-large__run_5","P021","la maison arabe","run_5","4.0","75","ok","la maison arabe","4","flagged",""
"P021__llama-large__run_5","P021","el ali","run_5","5.0","60","ok","el ali","5","clean",""
"P022__llama-small__run_2","P022","le sultan","run_2","2.0","82","ok","le sultan","2","clean",""
"P022__llama-small__run_2","P022","la terrasse","run_2","3.0","84","ok","la terrasse","3","clean",""
"P022__llama-small__run_2","P022","le petit château","run_2","4.0","73","ok","le petit château","4","clean",""
"P022__llama-small__run_2","P022","la maison de la médina","run_2","5.0","85","ok","la maison de la médina","5","clean",""
"P022__qwen-medium__run_1","P022","dar jdid","run_1","1.0","95","ok","dar jdid","1","flagged",""
"P022__qwen-medium__run_1","P022","le jardin de carthage","run_1","2.0","95","ok","le jardin de carthage","2","clean",""
"P022__qwen-medium__run_1","P022","la terrasse","run_1","3.0","84","ok","la terrasse","3","clean",""
"P022__qwen-medium__run_1","P022","el mouradi","run_1","4.0","81","ok","el mouradi","4","clean",""
"P022__qwen-medium__run_1","P022","chez mokhtar","run_1","5.0","429","ok","chez mokhtar","5","clean",""
"P022__qwen-medium__run_5","P022","le jardin de sousse","run_5","1.0","1250","ok","le jardin de sousse","1","flagged",""
"P022__qwen-medium__run_5","P022","chez said","run_5","3.0","905","ok","chez sami","3","clean","chez said"
"P022__qwen-medium__run_5","P022","al bahja","run_5","5.0","606","ok","al bahja","5","clean",""
"P022__llama-large__run_3","P022","dar el jeld","run_3","1.0","69","ok","dar el jeld","1","flagged",""
"P022__llama-large__run_3","P022","la medina","run_3","2.0","74","ok","la medina","2","clean",""
"P022__llama-large__run_3","P022","le pirate","run_3","3.0","71","ok","le pirate","3","flagged",""
"P022__llama-large__run_3","P022","la kasbah","run_3","4.0","68","ok","la kasbah","4","flagged",""
"P022__llama-large__run_3","P022","el mansour","run_3","5.0","69","ok","el mansour","5","clean",""
"P023__llama-small__run_2","P023","dar el jeld","run_2","1.0","288","ok","dar el jeld","1","flagged",""
"P023__llama-small__run_2","P023","la kasbah","run_2","2.0","261","ok","la kasbah","2","flagged",""
"P023__llama-small__run_2","P023","le relais","run_2","3.0","41","ok","le relais","3","clean",""
"P023__llama-small__run_2","P023","le petit châtelet","run_2","4.0","43","ok","le petit châtelet","4","clean",""
"P023__llama-small__run_2","P023","la medina","run_2","5.0","47","ok","la medina","5","clean",""
"P023__llama-small__run_2","P023","le restaurant de la place","run_2","7.0","47","ok","le restaurant de la plage","7","flagged","le restaurant de la place"
"P023__llama-small__run_2","P023","le bistrot de la médina","run_2","8.0","129","ok","le bistrot de la médina","8","clean",""
"P023__llama-small__run_3","P023","dar el jeld","run_3","1.0","288","ok","dar el jeld","1","flagged",""
"P023__llama-small__run_3","P023","la kasbah","run_3","2.0","261","ok","la kasbah","2","flagged",""
"P023__llama-small__run_3","P023","la mamma","run_3","3.0","262","ok","la mamma","3","flagged",""
"P023__llama-small__run_3","P023","restaurant de la medina","run_3","5.0","307","ok","le restaurant de la medina","5","clean","restaurant de la medina"
"P023__llama-small__run_3","P023","la terrasse","run_3","6.0","420","ok","la terrasse","6","clean",""
"P023__llama-small__run_3","P023","le patio","run_3","8.0","145","ok","le patio","8","clean",""
"P023__llama-small__run_4","P023","dar el jeld","run_4","1.0","288","ok","dar el jeld","1","flagged",""
"P023__llama-small__run_4","P023","le belvedere","run_4","3.0","98","ok","le belvedere","3","clean",""
"P023__llama-small__run_4","P023","la maison blanche","run_4","5.0","50","ok","la maison blanche","5","flagged",""
"P023__llama-small__run_5","P023","zitouna café","run_5","3.0","487","ok","zitouna café","3","clean",""
"P023__llama-small__run_5","P023","la terrasse","run_5","5.0","420","ok","la terrasse","5","clean",""
"P023__qwen-medium__run_1","P023","café de paris","run_1","3.0","1565","ok","café de paris","3","clean",""
"P023__qwen-medium__run_1","P023","chez ali","run_1","4.0","1338","ok","chez ali","4","clean",""
"P023__qwen-medium__run_1","P023","el mouradi sousse","run_1","5.0","1298","ok","el mouradi sousse","5","clean",""
"P023__qwen-medium__run_1","P023","le jardin des sens","run_1","6.0","1256","ok","le jardin des sens","6","flagged",""
"P023__qwen-medium__run_2","P023","le jardin","run_2","1.0","1097","ok","le jardin","1","clean",""
"P023__qwen-medium__run_2","P023","la gourmandine","run_2","2.0","994","ok","la gourmandine","2","clean",""
"P023__qwen-medium__run_2","P023","la maison du pain","run_2","3.0","115","ok","la maison du pain","3","clean",""
"P023__qwen-medium__run_2","P023","le ciel","run_2","4.0","120","ok","le ciel","4","flagged",""
"P023__qwen-medium__run_2","P023","la perle","run_2","5.0","576","ok","la perle","5","flagged",""
"P023__qwen-medium__run_2","P023","le jardin de la mer","run_2","8.0","131","ok","le jardin de la mer","8","flagged",""
"P023__qwen-medium__run_3","P023","dar el jeld","run_3","4.0","288","ok","dar el jeld","4","flagged",""
"P023__qwen-medium__run_3","P023","le jardin","run_3","1.0","1097","ok","le jardin","1","clean",""
"P023__qwen-medium__run_3","P023","le soummam","run_3","5.0","1144","ok","le soummam","5","clean",""
"P023__qwen-medium__run_4","P023","la gourmandine","run_4","1.0","994","ok","la gourmandine","1","clean",""
"P023__qwen-medium__run_4","P023","le clos","run_4","2.0","1831","ok","le clos","2","clean",""
"P023__qwen-medium__run_4","P023","le jardin","run_4","4.0","1097","ok","le jardin","4","clean",""
"P023__qwen-medium__run_4","P023","la terrasse","run_4","7.0","420","ok","la terrasse","7","clean",""
"P023__qwen-medium__run_5","P023","le jardin de l'atlas","run_5","1.0","1338","ok","le jardin de l'atlas","1","flagged",""
"P023__qwen-medium__run_5","P023","la maison de la photographie","run_5","2.0","1296","ok","la maison de la photographie","2","flagged",""
"P023__qwen-medium__run_5","P023","le soummam","run_5","3.0","1144","ok","le soummam","3","clean",""
"P023__qwen-medium__run_5","P023","le clos de sousse","run_5","4.0","1087","ok","le clos de sousse","4","clean",""
"P023__qwen-medium__run_5","P023","la perle","run_5","5.0","576","ok","la perle","5","flagged",""
"P023__qwen-medium__run_5","P023","dar kalthoum","run_5","6.0","985","ok","dar kalthoum","6","clean",""
"P023__qwen-medium__run_5","P023","le jardin des oliviers","run_5","8.0","719","ok","le jardin des oliviers","8","flagged",""
"P023__llama-large__run_1","P023","le grand vefour","run_1","1.0","48","ok","le grand vefour","1","clean",""
"P023__llama-large__run_1","P023","le restaurant de la médina","run_1","2.0","30","ok","le restaurant de la médina","2","clean",""
"P023__llama-large__run_1","P023","le café des nattes","run_1","3.0","34","ok","le café des nattes","3","clean",""
"P023__llama-large__run_1","P023","le restaurant de la plage","run_1","4.0","39","ok","le restaurant de la plage","4","flagged",""
"P023__llama-large__run_1","P023","le restaurant le pirate","run_1","6.0","28","ok","le restaurant le pirate","6","flagged",""
"P023__llama-large__run_2","P023","le grand vefour","run_2","1.0","48","ok","le grand vefour","1","clean",""
"P023__llama-large__run_2","P023","la maison blanche","run_2","2.0","50","ok","la maison blanche","2","flagged",""
"P023__llama-large__run_2","P023","le restaurant de la kasbah","run_2","3.0","55","ok","le restaurant de la kasbah","3","flagged",""
"P023__llama-large__run_2","P023","le restaurant de la medina","run_2","","0","ok","le restaurant de la medina","999","flagged",""
"P023__llama-large__run_2","P023","la villa bleue","run_2","5.0","52","ok","la villa bleue","5","clean",""
"P023__llama-large__run_2","P023","le restaurant du port","run_2","6.0","52","ok","le restaurant du port","6","flagged",""
"P023__llama-large__run_3","P023","le grand café","run_3","1.0","42","ok","le grand café","1","clean",""
"P023__llama-large__run_3","P023","la maison arabe","run_3","2.0","43","ok","la maison arabe","2","flagged",""
"P023__llama-large__run_3","P023","le bistrot","run_3","3.0","43","ok","le bistrot","3","clean",""
"P023__llama-large__run_3","P023","le restaurant de la medina","run_3","4.0","0","ok","le restaurant de la medina","4","flagged",""
"P023__llama-large__run_3","P023","la terrasse","run_3","5.0","420","ok","la terrasse","5","clean",""
"P023__llama-large__run_3","P023","le café des nuits","run_3","6.0","44","ok","le café des nuits","6","clean",""
"P023__llama-large__run_4","P023","le grand café du théâtre","run_4","1.0","46","ok","le grand café du théâtre","1","clean",""
"P023__llama-large__run_4","P023","dar el jeld","run_4","2.0","288","ok","dar el jeld","2","flagged",""
"P023__llama-large__run_4","P023","la mamma","run_4","3.0","262","ok","la mamma","3","flagged",""
"P023__llama-large__run_4","P023","restaurant le baron","run_4","4.0","46","ok","restaurant le baron","4","flagged",""
"P023__llama-large__run_4","P023","le pirate","run_4","6.0","299","ok","le pirate","6","flagged",""
"P023__llama-large__run_5","P023","dar el jeld","run_5","1.0","288","ok","dar el jeld","1","flagged",""
"P023__llama-large__run_5","P023","la maison blanche","run_5","4.0","50","ok","la maison blanche","4","flagged",""
"P023__llama-large__run_5","P023","dar baaziz","run_5","6.0","316","ok","dar baaziz","6","flagged",""
"P024__llama-small__run_4","P024","dar el jeld","run_4","1.0","249","ok","dar el jeld","1","flagged",""
"P024__llama-small__run_4","P024","la maison de la mer","run_4","2.0","110","ok","la maison de la mer","2","flagged",""
"P024__llama-small__run_4","P024","le petit châtelet","run_4","3.0","87","ok","le petit châtelet","3","clean",""
"P024__qwen-medium__run_1","P024","le jardin","run_1","1.0","600","ok","le jardin","1","clean",""
"P024__qwen-medium__run_1","P024","dar essalam","run_1","2.0","127","ok","dar essalam","2","flagged",""
"P024__qwen-medium__run_1","P024","chez ali","run_1","3.0","508","ok","chez ali","3","clean",""
"P024__qwen-medium__run_1","P024","restaurant el mouradi","run_1","4.0","276","ok","restaurant el mouradi","4","clean",""
"P024__qwen-medium__run_1","P024","chez sami","run_1","5.0","121","ok","chez sami","5","flagged",""
"P024__qwen-medium__run_2","P024","la perle","run_2","1.0","1442","ok","la perle","1","flagged",""
"P024__qwen-medium__run_2","P024","dar essouk","run_2","2.0","1204","ok","dar essouk","2","clean",""
"P024__qwen-medium__run_2","P024","le jardin","run_2","4.0","600","ok","le jardin","4","clean",""
"P024__qwen-medium__run_2","P024","café de paris","run_2","5.0","608","ok","café de paris","5","clean",""
"P024__qwen-medium__run_3","P024","le jardin","run_3","2.0","600","ok","le jardin","2","clean",""
"P024__qwen-medium__run_3","P024","café de la paix","run_3","3.0","715","ok","café de la paix","3","clean",""
