"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens"
"P018__qwen-medium__run_2","P018","le jardin de la medina","run_2","3.0","1001"
"P018__qwen-medium__run_2","P018","les jardins de carthage","run_2","4.0","781"
"P018__qwen-medium__run_2","P018","le bistrot des épices","run_2","5.0","609"
"P018__qwen-medium__run_2","P018","la maison du vin","run_2","6.0","453"
"P018__qwen-medium__run_3","P018","la maison arabe","run_3","1.0","992"
"P018__qwen-medium__run_3","P018","le jardin de carthage","run_3","2.0","946"
"P018__qwen-medium__run_3","P018","le club de sousse","run_3","3.0","700"
"P018__qwen-medium__run_3","P018","café des arts","run_3","4.0","550"
"P018__qwen-medium__run_3","P018","restaurant el jazira","run_3","5.0","420"
"P018__qwen-medium__run_4","P018","le jardin de sousse","run_4","1.0","1221"
"P018__qwen-medium__run_4","P018","la perle de sousse","run_4","2.0","1014"
"P018__qwen-medium__run_4","P018","le dhow","run_4","3.0","832"
"P018__qwen-medium__run_4","P018","la maison de la mer","run_4","4.0","666"
"P018__qwen-medium__run_4","P018","café de l'europe","run_4","","0"
"P018__qwen-medium__run_5","P018","dar el jeld","run_5","5.0","314"
"P018__qwen-medium__run_5","P018","le jardin de carthage","run_5","2.0","946"
"P018__qwen-medium__run_5","P018","la fenice","run_5","1.0","1258"
"P018__qwen-medium__run_5","P018","la tonnelle","run_5","3.0","831"
"P018__qwen-medium__run_5","P018","le taverne du port","run_5","4.0","643"
"P018__qwen-medium__run_5","P018","le bistrot du port","run_5","6.0","128"
"P018__qwen-medium__run_5","P018","café de paris","run_5","7.0","86"
"P018__llama-large__run_1","P018","la médina","run_1","2.0","65"
"P018__llama-large__run_1","P018","le pirate","run_1","3.0","54"
"P018__llama-large__run_1","P018","la kasbah","run_1","4.0","58"
"P018__llama-large__run_2","P018","le pirate","run_2","1.0","54"
"P018__llama-large__run_2","P018","la maison blanche","run_2","2.0","54"
"P018__llama-large__run_2","P018","le medina","run_2","3.0","0"
"P018__llama-large__run_2","P018","le corail","run_2","4.0","47"
"P018__llama-large__run_2","P018","la terrasse","run_2","5.0","646"
"P018__llama-large__run_3","P018","le medina restaurant","run_3","1.0","55"
"P018__llama-large__run_3","P018","el farouk","run_3","2.0","65"
"P018__llama-large__run_3","P018","la villa","run_3","3.0","63"
"P018__llama-large__run_3","P018","dar el jeld","run_3","4.0","314"
"P018__llama-large__run_3","P018","la daurade","run_3","5.0","215"
"P018__llama-large__run_4","P018","le restaurant de l'hôtel méditerranée","run_4","1.0","63"
"P018__llama-large__run_4","P018","la maison blanche","run_4","2.0","54"
"P018__llama-large__run_4","P018","le pirate","run_4","3.0","54"
"P018__llama-large__run_4","P018","la kasbah","run_4","4.0","58"
"P018__llama-large__run_4","P018","le café des nattes","run_4","5.0","56"
"P018__llama-large__run_5","P018","le méditerranée","run_5","1.0","54"
"P018__llama-large__run_5","P018","la maison blanche","run_5","2.0","54"
"P018__llama-large__run_5","P018","le sultan","run_5","3.0","49"
"P018__llama-large__run_5","P018","le marina","run_5","4.0","52"
"P018__llama-large__run_5","P018","le dar el jeld","run_5","5.0","171"
"P019__llama-small__run_2","P019","la kasbah","run_2","","50"
"P019__llama-small__run_2","P019","le restaurant traditionnel la kasbah","run_2","4.0","0"
"P019__qwen-medium__run_1","P019","dar khallaf","run_1","4.0","2506"
"P019__qwen-medium__run_1","P019","le jardin de la medina","run_1","","0"
"P019__qwen-medium__run_1","P019","taj mahal","run_1","9.0","2059"
"P019__qwen-medium__run_1","P019","la maison de l'artisan","run_1","10.0","2059"
"P019__qwen-medium__run_1","P019","dar aziza","run_1","44.0","375"
"P019__qwen-medium__run_1","P019","riad la sultana","run_1","45.0","375"
"P019__qwen-medium__run_2","P019","dar el-beida","run_2","14.0","822"
"P019__qwen-medium__run_2","P019","dar el-asfar","run_2","10.0","1287"
"P019__qwen-medium__run_2","P019","le jardin de la kasbah","run_2","8.0","1616"
"P019__qwen-medium__run_2","P019","le jardin de skanes","run_2","13.0","892"
"P019__qwen-medium__run_2","P019","le soleil d’or","run_2","19.0","512"
"P019__qwen-medium__run_2","P019","le joli restaurant","run_2","","0"
"P019__qwen-medium__run_2","P019","le restaurant la maison du chèche","run_2","","0"
"P019__qwen-medium__run_2","P019","le restaurant le jardin de la kasbah","run_2","","0"
"P019__qwen-medium__run_3","P019","dar el jeld monastir","run_3","1.0","1657"
"P019__qwen-medium__run_3","P019","la maison de la medina","run_3","3.0","1565"
"P019__qwen-medium__run_3","P019","dar el jeld","run_3","2.0","1340"
"P019__qwen-medium__run_5","P019","dar monastir","run_5","1.0","1022"
"P019__qwen-medium__run_5","P019","dar el jeld","run_5","2.0","1340"
"P019__qwen-medium__run_5","P019","domaine de l'olivier","run_5","3.0","586"
"P019__qwen-medium__run_5","P019","maison de campagne mahdia","run_5","4.0","0"
"P019__qwen-medium__run_5","P019","maison de campagne gabès","run_5","5.0","0"
"P019__qwen-medium__run_5","P019","dar mokni","run_5","6.0","547"
"P019__qwen-medium__run_5","P019","dar monastir thalasso","run_5","7.0","422"
"P019__qwen-medium__run_5","P019","chez zouina","run_5","8.0","136"
"P019__qwen-medium__run_5","P019","société de réception et traiteur el amal","run_5","9.0","114"
"P019__qwen-medium__run_5","P019","catering monastir","run_5","10.0","83"
"P019__llama-large__run_2","P019","dar el medina","run_2","5.0","66"
"P019__llama-large__run_2","P019","le petit château","run_2","6.0","66"
"P020__llama-small__run_2","P020","la villa didon","run_2","1.0","67"
"P020__llama-small__run_2","P020","hotel ali baba","run_2","2.0","0"
"P020__llama-small__run_2","P020","hotel sol azur","run_2","3.0","0"
"P020__llama-small__run_3","P020","la villa résidence","run_3","1.0","98"
"P020__llama-small__run_3","P020","le jardin d'eau","run_3","2.0","85"
"P020__llama-small__run_3","P020","le diplomate","run_3","3.0","75"
"P020__llama-small__run_3","P020","le restaurant de la plage","run_3","4.0","75"
"P020__llama-small__run_3","P020","la terrasse","run_3","5.0","724"
"P020__llama-small__run_4","P020","la villa rageub","run_4","1.0","0"
"P020__llama-small__run_4","P020","la rotonde","run_4","2.0","164"
"P020__llama-small__run_4","P020","le jardin de la mer","run_4","3.0","484"
"P020__llama-small__run_4","P020","le capricorne","run_4","4.0","61"
"P020__llama-small__run_4","P020","la terrasse","run_4","5.0","724"
"P020__llama-small__run_5","P020","la villa bleue","run_5","1.0","48"
"P020__llama-small__run_5","P020","le restaurant du lido","run_5","2.0","55"
"P020__llama-small__run_5","P020","la table d'or","run_5","3.0","47"
"P020__llama-small__run_5","P020","le restaurant de l'hôtel sahara beach","run_5","4.0","56"
"P020__llama-small__run_5","P020","le gourmet","run_5","5.0","99"
"P020__qwen-medium__run_1","P020","le jardin de carthage","run_1","1.0","1218"
"P020__qwen-medium__run_1","P020","la terrasse","run_1","2.0","724"
"P020__qwen-medium__run_1","P020","le ciel","run_1","3.0","764"
"P020__qwen-medium__run_1","P020","le jardin d’enzo","run_1","4.0","546"
"P020__qwen-medium__run_1","P020","la maison du thé","run_1","5.0","380"
"P020__qwen-medium__run_2","P020","le clos des oliviers","run_2","1.0","741"
"P020__qwen-medium__run_2","P020","le jardin de l’olivier","run_2","2.0","610"
"P020__qwen-medium__run_2","P020","la terrasse de l’océan","run_2","3.0","495"
"P020__qwen-medium__run_2","P020","restaurant el mouradi djerba thalasso","run_2","","0"
"P020__qwen-medium__run_2","P020","restaurant club rihab","run_2","","0"
"P020__qwen-medium__run_2","P020","radisson blu resort djerba","run_2","6.0","160"
"P020__qwen-medium__run_2","P020","club vacanciel djerba thalasso","run_2","7.0","495"
"P020__qwen-medium__run_2","P020","hotel el mouradi","run_2","8.0","160"
"P020__qwen-medium__run_4","P020","le corail","run_4","1.0","1202"
"P020__qwen-medium__run_4","P020","le jardin de la mer","run_4","2.0","484"
"P020__qwen-medium__run_4","P020","la perle","run_4","3.0","602"
"P020__qwen-medium__run_5","P020","la terrasse","run_5","1.0","724"
"P020__qwen-medium__run_5","P020","le jardin de la medina","run_5","2.0","1418"
"P020__qwen-medium__run_5","P020","le rendez-vous","run_5","3.0","1138"
"P020__qwen-medium__run_5","P020","le nido","run_5","4.0","875"
"P020__qwen-medium__run_5","P020","la maison des saveurs","run_5","5.0","645"
"P020__qwen-medium__run_5","P020","la rotonde","run_5","6.0","164"
"P020__qwen-medium__run_5","P020","le mirador","run_5","7.0","222"
"P020__llama-large__run_1","P020","le grand bleu","run_1","1.0","77"
"P020__llama-large__run_1","P020","la maison arabe","run_1","2.0","61"
"P020__llama-large__run_1","P020","le bistrot","run_1","3.0","43"
"P020__llama-large__run_1","P020","le restaurant de l'hôtel hasdrubal","run_1","4.0","98"
"P020__llama-large__run_1","P020","la table de la mer","run_1","5.0","36"
"P020__llama-large__run_2","P020","le calypso","run_2","1.0","112"
"P020__llama-large__run_2","P020","le grand bleu","run_2","2.0","77"
"P020__llama-large__run_2","P020","le dar el fell","run_2","3.0","63"
"P020__llama-large__run_3","P020","le calypso","run_3","1.0","112"
"P020__llama-large__run_3","P020","le yacout","run_3","2.0","68"
"P020__llama-large__run_3","P020","le mosaic","run_3","3.0","61"
"P020__llama-large__run_3","P020","le lalla","run_3","4.0","128"
"P020__llama-large__run_4","P020","la maison arabe","run_4","2.0","61"
"P020__llama-large__run_4","P020","le restaurant de l'hôtel hasdrubal","run_4","3.0","98"
"P020__llama-large__run_5","P020","le grand bleu","run_5","1.0","77"
"P020__llama-large__run_5","P020","la maison arabe","run_5","2.0","61"
"P020__llama-large__run_5","P020","le restaurant de l'hôtel hasdrubal","run_5","3.0","98"
"P020__llama-large__run_5","P020","la table de la méditerranée","run_5","4.0","147"
"P021__llama-small__run_1","P021","dar el jeld","run_1","1.0","195"
"P021__llama-small__run_1","P021","la kasbah","run_1","4.0","74"
"P021__llama-small__run_2","P021","le zitouna","run_2","1.0","77"
"P021__llama-small__run_2","P021","la kasbah","run_2","2.0","74"
"P021__llama-small__run_2","P021","le grand vefour","run_2","3.0","73"
"P021__llama-small__run_2","P021","la table d'oliven","run_2","4.0","65"
"P021__llama-small__run_2","P021","le relais de l'arche","run_2","5.0","95"
"P021__llama-small__run_3","P021","dar el jeld","run_3","1.0","195"
"P021__llama-small__run_3","P021","le zitoun","run_3","2.0","97"
"P021__llama-small__run_3","P021","la kasbah","run_3","3.0","74"
"P021__llama-small__run_3","P021","le pacha","run_3","4.0","94"
"P021__llama-small__run_3","P021","l'atelier","run_3","5.0","167"
"P021__llama-small__run_4","P021","la ghriba","run_4","1.0","71"
"P021__llama-small__run_4","P021","dar el jeld","run_4","2.0","195"
"P021__llama-small__run_4","P021","le clos de l'alhambra","run_4","3.0","80"
"P021__llama-small__run_4","P021","la belle époque","run_4","4.0","71"
"P021__llama-small__run_4","P021","café des nattes","run_4","5.0","64"
"P021__qwen-medium__run_1","P021","dar el jeld","run_1","1.0","195"
"P021__qwen-medium__run_1","P021","le bosphore","run_1","2.0","864"
"P021__qwen-medium__run_1","P021","la maison de la couscous","run_1","3.0","721"
"P021__qwen-medium__run_1","P021","sidi mehrez","run_1","4.0","582"
"P021__qwen-medium__run_1","P021","chez ali","run_1","5.0","433"
"P021__qwen-medium__run_1","P021","el mouradi","run_1","6.0","536"
"P021__qwen-medium__run_1","P021","le souk","run_1","7.0","223"
"P021__qwen-medium__run_2","P021","dar el-andalous","run_2","1.0","899"
"P021__qwen-medium__run_2","P021","la table du pacha","run_2","2.0","747"
"P021__qwen-medium__run_2","P021","le jardin de sousse","run_2","3.0","592"
"P021__qwen-medium__run_2","P021","la terrasse de carthage","run_2","4.0","430"
"P021__qwen-medium__run_2","P021","le jardin de carthage","run_2","5.0","273"
"P021__qwen-medium__run_2","P021","maison des saveurs","run_2","6.0","112"
"P021__qwen-medium__run_3","P021","le dinar","run_3","1.0","1055"
"P021__qwen-medium__run_3","P021","dar el dinar","run_3","2.0","1055"
"P021__qwen-medium__run_3","P021","dar essafra","run_3","3.0","884"
"P021__qwen-medium__run_3","P021","dar jilani","run_3","4.0","717"
"P021__qwen-medium__run_3","P021","café des nations","run_3","5.0","570"
"P021__qwen-medium__run_3","P021","el mouradi","run_3","6.0","536"
"P021__qwen-medium__run_4","P021","la tonnelle","run_4","1.0","1138"
"P021__qwen-medium__run_4","P021","el mouradi","run_4","2.0","536"
"P021__qwen-medium__run_4","P021","dar zina","run_4","3.0","781"
"P021__qwen-medium__run_4","P021","zitouna","run_4","4.0","618"
"P021__qwen-medium__run_4","P021","dar hani","run_4","5.0","478"
"P021__qwen-medium__run_4","P021","le jardin de l'orangerie","run_4","6.0","0"
"P021__qwen-medium__run_5","P021","la tonnelle","run_5","1.0","1138"
"P021__qwen-medium__run_5","P021","dar ezzahra","run_5","2.0","962"
"P021__qwen-medium__run_5","P021","carthage palace hotel restaurant","run_5","3.0","762"
"P021__qwen-medium__run_5","P021","le jardin de la medina","run_5","4.0","558"
"P021__qwen-medium__run_5","P021","el mouradi tunis restaurant","run_5","5.0","381"
"P021__llama-large__run_1","P021","le grand vefour","run_1","1.0","73"
"P021__llama-large__run_1","P021","dar el jeld","run_1","2.0","195"
"P021__llama-large__run_1","P021","la medina","run_1","","0"
"P021__llama-large__run_1","P021","la maison arabe","run_1","4.0","75"
"P021__llama-large__run_1","P021","le café des nattes","run_1","5.0","76"
"P021__llama-large__run_2","P021","le grand vefour","run_2","1.0","73"
"P021__llama-large__run_2","P021","dar el jeld","run_2","2.0","195"
"P021__llama-large__run_2","P021","le restaurant de la medina","run_2","3.0","0"
"P021__llama-large__run_2","P021","el menzah","run_2","4.0","78"
"P021__llama-large__run_2","P021","la maison arabe","run_2","5.0","75"
"P021__llama-large__run_3","P021","le grand vefour","run_3","1.0","73"
"P021__llama-large__run_3","P021","dar el jeld","run_3","2.0","195"
"P021__llama-large__run_3","P021","le café des nattes","run_3","3.0","76"
"P021__llama-large__run_3","P021","la maison arabe","run_3","4.0","75"
"P021__llama-large__run_3","P021","le restaurant el ali","run_3","5.0","67"
"P021__llama-large__run_4","P021","le grand vefour","run_4","1.0","73"
"P021__llama-large__run_4","P021","la mamma","run_4","2.0","74"
"P021__llama-large__run_4","P021","le dar el jeld","run_4","3.0","71"
"P021__llama-large__run_4","P021","la villa didon","run_4","4.0","73"
"P021__llama-large__run_4","P021","le sindbad","run_4","5.0","77"
"P021__llama-large__run_5","P021","le grand vefour","run_5","1.0","73"
"P021__llama-large__run_5","P021","dar el jeld","run_5","2.0","195"
"P021__llama-large__run_5","P021","le resto","run_5","3.0","59"
"P021__llama-large__run_5","P021","la maison arabe","run_5","4.0","75"
"P021__llama-large__run_5","P021","el ali","run_5","5.0","60"
"P022__llama-small__run_2","P022","le marhaba","run_2","1.0","90"
"P022__llama-small__run_2","P022","le sultan","run_2","2.0","82"
"P022__llama-small__run_2","P022","la terrasse","run_2","3.0","84"
"P022__llama-small__run_2","P022","le petit château","run_2","4.0","73"
"P022__llama-small__run_2","P022","la maison de la médina","run_2","5.0","85"
"P022__qwen-medium__run_1","P022","dar jdid","run_1","1.0","95"
"P022__qwen-medium__run_1","P022","le jardin de carthage","run_1","2.0","95"
"P022__qwen-medium__run_1","P022","la terrasse","run_1","3.0","84"
"P022__qwen-medium__run_1","P022","el mouradi","run_1","4.0","81"
"P022__qwen-medium__run_1","P022","chez mokhtar","run_1","5.0","429"
"P022__qwen-medium__run_5","P022","le jardin de sousse","run_5","1.0","1250"
"P022__qwen-medium__run_5","P022","dar el andalous","run_5","2.0","1077"
"P022__qwen-medium__run_5","P022","chez said","run_5","3.0","905"
"P022__qwen-medium__run_5","P022","la bousbihta","run_5","4.0","759"
"P022__qwen-medium__run_5","P022","al bahja","run_5","5.0","606"
"P022__qwen-medium__run_5","P022","el jem","run_5","6.0","433"
"P022__llama-large__run_3","P022","dar el jeld","run_3","1.0","69"
"P022__llama-large__run_3","P022","la medina","run_3","2.0","74"
"P022__llama-large__run_3","P022","le pirate","run_3","3.0","71"
"P022__llama-large__run_3","P022","la kasbah","run_3","4.0","68"
"P022__llama-large__run_3","P022","el mansour","run_3","5.0","69"
"P023__llama-small__run_2","P023","dar el jeld","run_2","1.0","288"
"P023__llama-small__run_2","P023","la kasbah","run_2","2.0","261"
"P023__llama-small__run_2","P023","le relais","run_2","3.0","41"
"P023__llama-small__run_2","P023","le petit châtelet","run_2","4.0","43"
"P023__llama-small__run_2","P023","la medina","run_2","5.0","47"
"P023__llama-small__run_2","P023","le pasha","run_2","6.0","43"
"P023__llama-small__run_2","P023","le restaurant de la place","run_2","7.0","47"
"P023__llama-small__run_2","P023","le bistrot de la médina","run_2","8.0","129"
"P023__llama-small__run_3","P023","dar el jeld","run_3","1.0","288"
"P023__llama-small__run_3","P023","la kasbah","run_3","2.0","261"
"P023__llama-small__run_3","P023","la mamma","run_3","3.0","262"
"P023__llama-small__run_3","P023","the fish market","run_3","4.0","373"
"P023__llama-small__run_3","P023","restaurant de la medina","run_3","5.0","307"
"P023__llama-small__run_3","P023","la terrasse","run_3","6.0","420"
"P023__llama-small__run_3","P023","the beach restaurant","run_3","7.0","200"
"P023__llama-small__run_3","P023","le patio","run_3","8.0","145"
"P023__llama-small__run_4","P023","dar el jeld","run_4","1.0","288"
"P023__llama-small__run_4","P023","lella baroudi","run_4","2.0","47"
"P023__llama-small__run_4","P023","le belvedere","run_4","3.0","98"
"P023__llama-small__run_4","P023","restaurant le chalet","run_4","4.0","42"
"P023__llama-small__run_4","P023","la maison blanche","run_4","5.0","50"
"P023__llama-small__run_4","P023","restaurant de l'hôtel palmyra","run_4","","130"
"P023__llama-small__run_5","P023","kerkennah","run_5","1.0","590"
"P023__llama-small__run_5","P023","le café du boulevard","run_5","2.0","545"
"P023__llama-small__run_5","P023","zitouna café","run_5","3.0","487"
"P023__llama-small__run_5","P023","la gare","run_5","4.0","433"
"P023__llama-small__run_5","P023","la terrasse","run_5","5.0","420"
"P023__llama-small__run_5","P023","la brasserie de sousse","run_5","6.0","322"
"P023__llama-small__run_5","P023","le restaurant du palais de la lune","run_5","7.0","274"
"P023__llama-small__run_5","P023","le café de la place du 14 janvier","run_5","8.0","221"
"P023__qwen-medium__run_1","P023","la maison de la gourmandise","run_1","1.0","1646"
"P023__qwen-medium__run_1","P023","le jardin de l'empereur","run_1","2.0","1607"
"P023__qwen-medium__run_1","P023","café de paris","run_1","3.0","1565"
"P023__qwen-medium__run_1","P023","chez ali","run_1","4.0","1338"
"P023__qwen-medium__run_1","P023","el mouradi sousse","run_1","5.0","1298"
"P023__qwen-medium__run_1","P023","le jardin des sens","run_1","6.0","1256"
"P023__qwen-medium__run_2","P023","le jardin","run_2","1.0","1097"
"P023__qwen-medium__run_2","P023","la gourmandine","run_2","2.0","994"
"P023__qwen-medium__run_2","P023","la maison du pain","run_2","3.0","115"
"P023__qwen-medium__run_2","P023","le ciel","run_2","4.0","120"
"P023__qwen-medium__run_2","P023","la perle","run_2","5.0","576"
"P023__qwen-medium__run_2","P023","le phénix","run_2","6.0","104"
"P023__qwen-medium__run_2","P023","dar hafsia","run_2","7.0","104"
"P023__qwen-medium__run_2","P023","le jardin de la mer","run_2","8.0","131"
"P023__qwen-medium__run_3","P023","dar el jeld","run_3","4.0","288"
"P023__qwen-medium__run_3","P023","la maison de la ville","run_3","2.0","1284"
"P023__qwen-medium__run_3","P023","le jardin","run_3","1.0","1097"
"P023__qwen-medium__run_3","P023","le restaurant de l’hôtel de paris","run_3","","0"
"P023__qwen-medium__run_3","P023","le soummam","run_3","5.0","1144"
"P023__qwen-medium__run_3","P023","la perle de carthage","run_3","6.0","1014"
"P023__qwen-medium__run_4","P023","la gourmandine","run_4","1.0","994"
"P023__qwen-medium__run_4","P023","le clos","run_4","2.0","1831"
"P023__qwen-medium__run_4","P023","le jardin de l’europe","run_4","","1831"
"P023__qwen-medium__run_4","P023","le jardin","run_4","4.0","1097"
"P023__qwen-medium__run_4","P023","le saint germain","run_4","5.0","1550"
"P023__qwen-medium__run_4","P023","maison kamel","run_4","6.0","1255"
"P023__qwen-medium__run_4","P023","la terrasse","run_4","7.0","420"
"P023__qwen-medium__run_5","P023","le jardin de l'atlas","run_5","1.0","1338"
"P023__qwen-medium__run_5","P023","la maison de la photographie","run_5","2.0","1296"
"P023__qwen-medium__run_5","P023","le soummam","run_5","3.0","1144"
"P023__qwen-medium__run_5","P023","le clos de sousse","run_5","4.0","1087"
"P023__qwen-medium__run_5","P023","la perle","run_5","5.0","576"
"P023__qwen-medium__run_5","P023","dar kalthoum","run_5","6.0","985"
"P023__qwen-medium__run_5","P023","la toscana","run_5","7.0","826"
"P023__qwen-medium__run_5","P023","le jardin des oliviers","run_5","8.0","719"
"P023__llama-large__run_1","P023","le grand vefour","run_1","1.0","48"
"P023__llama-large__run_1","P023","le restaurant de la médina","run_1","2.0","30"
"P023__llama-large__run_1","P023","le café des nattes","run_1","3.0","34"
"P023__llama-large__run_1","P023","le restaurant de la plage","run_1","4.0","39"
"P023__llama-large__run_1","P023","le médina café","run_1","5.0","33"
"P023__llama-large__run_1","P023","le restaurant le pirate","run_1","6.0","28"
"P023__llama-large__run_2","P023","le grand vefour","run_2","1.0","48"
"P023__llama-large__run_2","P023","la maison blanche","run_2","2.0","50"
"P023__llama-large__run_2","P023","le restaurant de la kasbah","run_2","3.0","55"
"P023__llama-large__run_2","P023","le restaurant de la medina","run_2","","0"
"P023__llama-large__run_2","P023","la villa bleue","run_2","5.0","52"
"P023__llama-large__run_2","P023","le restaurant du port","run_2","6.0","52"
"P023__llama-large__run_3","P023","le grand café","run_3","1.0","42"
"P023__llama-large__run_3","P023","la maison arabe","run_3","2.0","43"
"P023__llama-large__run_3","P023","le bistrot","run_3","3.0","43"
"P023__llama-large__run_3","P023","le restaurant de la medina","run_3","4.0","0"
"P023__llama-large__run_3","P023","la terrasse","run_3","5.0","420"
"P023__llama-large__run_3","P023","le café des nuits","run_3","6.0","44"
"P023__llama-large__run_4","P023","le grand café du théâtre","run_4","1.0","46"
"P023__llama-large__run_4","P023","dar el jeld","run_4","2.0","288"
"P023__llama-large__run_4","P023","la mamma","run_4","3.0","262"
"P023__llama-large__run_4","P023","restaurant le baron","run_4","4.0","46"
"P023__llama-large__run_4","P023","café maqrissa","run_4","5.0","40"
"P023__llama-large__run_4","P023","le pirate","run_4","6.0","299"
"P023__llama-large__run_5","P023","dar el jeld","run_5","1.0","288"
"P023__llama-large__run_5","P023","la maison blanche","run_5","4.0","50"
"P023__llama-large__run_5","P023","dar baaziz","run_5","6.0","316"
"P024__llama-small__run_3","P024","essaouira","run_3","1.0","46"
"P024__llama-small__run_3","P024","al fakhoura","run_3","2.0","34"
"P024__llama-small__run_3","P024","le djenane","run_3","3.0","194"
"P024__llama-small__run_4","P024","dar el jeld","run_4","1.0","249"
"P024__llama-small__run_4","P024","la maison de la mer","run_4","2.0","110"
"P024__llama-small__run_4","P024","le petit châtelet","run_4","3.0","87"
"P024__qwen-medium__run_1","P024","le jardin","run_1","1.0","600"
"P024__qwen-medium__run_1","P024","dar essalam","run_1","2.0","127"
"P024__qwen-medium__run_1","P024","chez ali","run_1","3.0","508"
"P024__qwen-medium__run_1","P024","restaurant el mouradi","run_1","4.0","276"
"P024__qwen-medium__run_1","P024","chez sami","run_1","5.0","121"
"P024__qwen-medium__run_1","P024","dar tounes","run_1","6.0","425"
"P024__qwen-medium__run_2","P024","la perle","run_2","1.0","1442"
"P024__qwen-medium__run_2","P024","dar essouk","run_2","2.0","1204"
"P024__qwen-medium__run_2","P024","el mida","run_2","3.0","992"
"P024__qwen-medium__run_2","P024","le jardin","run_2","4.0","600"
"P024__qwen-medium__run_2","P024","café de paris","run_2","5.0","608"
"P024__qwen-medium__run_3","P024","la taverne","run_3","1.0","1038"
"P024__qwen-medium__run_3","P024","le jardin","run_3","2.0","600"
"P024__qwen-medium__run_3","P024","café de la paix","run_3","3.0","715"
"P024__qwen-medium__run_3","P024","dar el jeld","run_3","4.0","249"
"P024__qwen-medium__run_3","P024","restaurant el mouradi","run_3","5.0","276"
"P024__qwen-medium__run_4","P024","la rose des sables","run_4","1.0","780"
"P024__qwen-medium__run_4","P024","dar zaytoun","run_4","2.0","570"
"P024__qwen-medium__run_4","P024","el moez","run_4","3.0","407"
"P024__qwen-medium__run_4","P024","le jardin de sousse","run_4","4.0","204"
"P024__qwen-medium__run_5","P024","le jardin de carthage","run_5","1.0","1467"
"P024__qwen-medium__run_5","P024","dar kalthoum","run_5","2.0","1253"
"P024__qwen-medium__run_5","P024","el mouradi","run_5","3.0","569"
"P024__qwen-medium__run_5","P024","chez ali","run_5","4.0","508"
"P024__qwen-medium__run_5","P024","sousse restaurant","run_5","5.0","700"
"P024__llama-large__run_2","P024","el mouradi","run_2","1.0","569"
"P024__llama-large__run_2","P024","la maison arabe","run_2","2.0","85"
"P024__llama-large__run_2","P024","le bosphore","run_2","3.0","74"
"P024__llama-large__run_2","P024","dar el fell","run_2","4.0","80"
"P024__llama-large__run_2","P024","la kasbah","run_2","5.0","166"
"P024__llama-large__run_3","P024","restaurant le poisson rouge","run_3","1.0","51"
"P024__llama-large__run_3","P024","dar el jeld","run_3","2.0","249"
"P024__llama-large__run_3","P024","restaurant la maison blanche","run_3","3.0","45"
"P024__llama-large__run_3","P024","café de la plage","run_3","4.0","63"
"P024__llama-large__run_3","P024","restaurant el fell","run_3","5.0","169"
"P024__llama-large__run_4","P024","el ferdaous","run_4","","69"
"P024__llama-large__run_4","P024","la medina","run_4","","71"
"P024__llama-large__run_4","P024","le poisson d'or","run_4","","61"
"P024__llama-large__run_4","P024","dar el fell","run_4","","80"
"P024__llama-large__run_4","P024","le café des nattes","run_4","","292"
"P024__llama-large__run_5","P024","dar el jaziri","run_5","1.0","64"
"P024__llama-large__run_5","P024","le pirate","run_5","2.0","65"
"P024__llama-large__run_5","P024","diwan","run_5","3.0","66"
"P024__llama-large__run_5","P024","café de la grande mosquée","run_5","4.0","75"
"P024__llama-large__run_5","P024","le calife","run_5","5.0","180"
"P025__llama-small__run_1","P025","la belle époque","run_1","1.0","159"
"P025__llama-small__run_1","P025","la mer","run_1","2.0","148"
"P025__llama-small__run_1","P025","le lotus","run_1","3.0","196"
"P025__llama-small__run_2","P025","la terrasse","run_2","1.0","86"
"P025__llama-small__run_2","P025","le restaurant de la medina","run_2","2.0","91"
"P025__llama-small__run_2","P025","le restaurant du port","run_2","3.0","145"
"P025__llama-small__run_3","P025","la villa de noailles","run_3","1.0","79"
"P025__llama-small__run_3","P025","la maison d'orient","run_3","2.0","115"
"P025__llama-small__run_3","P025","la pizzeria de la plage","run_3","3.0","60"
"P025__llama-small__run_4","P025","la villa bleue","run_4","1.0","76"
"P025__llama-small__run_4","P025","le carthage","run_4","2.0","138"
"P025__llama-small__run_4","P025","le bistrot","run_4","3.0","62"
"P025__llama-small__run_5","P025","la maison d'orient","run_5","1.0","115"
"P025__llama-small__run_5","P025","la mer","run_5","2.0","148"
"P025__llama-small__run_5","P025","le village","run_5","3.0","223"
"P025__qwen-medium__run_1","P025","la maison des saveurs","run_1","1.0","695"
"P025__qwen-medium__run_1","P025","le jardin de l’atlas","run_1","2.0","473"
"P025__qwen-medium__run_1","P025","chez ali","run_1","3.0","158"
"P025__qwen-medium__run_1","P025","chez ali el kantaoui","run_1","4.0","237"
"P025__qwen-medium__run_1","P025","le café de france","run_1","5.0","115"
"P025__qwen-medium__run_1","P025","restaurant le souk","run_1","6.0","115"
"P025__qwen-medium__run_2","P025","la table du phare","run_2","1.0","902"
"P025__qwen-medium__run_2","P025","le jardin des plumes","run_2","2.0","666"
"P025__qwen-medium__run_2","P025","el bida","run_2","3.0","444"
"P025__qwen-medium__run_2","P025","chez ali","run_2","4.0","158"
"P025__qwen-medium__run_2","P025","le clos des oliviers","run_2","5.0","280"
"P025__qwen-medium__run_3","P025","la baie","run_3","1.0","1078"
